0	0.925490196	0.925490196
0.000215302	0.909127258	0.927643214
0.000430604	0.892764321	0.929796232
0.000645905	0.876401383	0.93194925
0.000861207	0.860038445	0.934102269
0.001076509	0.843675508	0.936255287
0.001291811	0.82731257	0.938408305
0.001507113	0.810949632	0.940561323
0.001722414	0.794586695	0.942714341
0.001937716	0.778223757	0.944867359
0.002153018	0.761860819	0.947020377
0.00236832	0.745497882	0.949173395
0.002583622	0.729134944	0.951326413
0.002798924	0.712772007	0.953479432
0.003014225	0.696409069	0.95563245
0.003229527	0.680046131	0.957785468
0.003444829	0.663683194	0.959938486
0.003660131	0.647320256	0.962091504
0.003875433	0.630957318	0.964244522
0.003752403	0.600384454	0.964705882
0.003537101	0.565936165	0.964705882
0.003321799	0.531487875	0.964705882
0.003106497	0.497039585	0.964705882
0.002891196	0.462591295	0.964705882
0.002675894	0.428143005	0.964705882
0.002460592	0.393694716	0.964705882
0.00224529	0.359246426	0.964705882
0.002029988	0.324798136	0.964705882
0.001814687	0.290349846	0.964705882
0.001599385	0.255901556	0.964705882
0.001384083	0.221453267	0.964705882
0.001168781	0.187004977	0.964705882
0.000953479	0.152556687	0.964705882
0.000738177	0.118108397	0.964705882
0.000522876	0.083660107	0.964705882
0.000307574	0.049211817	0.964705882
9.23E-05	0.014763528	0.964705882
0	0.03137259	0.934440561
0	0.086274552	0.881476315
0	0.141176513	0.828512069
0	0.196078475	0.775547824
0	0.250980437	0.722583578
0	0.305882399	0.669619333
0	0.360784361	0.616655087
0	0.415686323	0.563690842
0	0.470588285	0.510726596
0	0.525490247	0.45776235
0	0.580392208	0.404798105
0	0.63529417	0.351833859
0	0.690196132	0.298869614
0	0.745098094	0.245905368
0	0.800000056	0.192941122
0	0.854902018	0.139976877
0	0.90980398	0.087012631
0	0.964705942	0.034048386
0	0.995770845	0
0	0.983929247	0
0	0.972087649	0
0	0.960246051	0
0	0.948404453	0
0	0.936562855	0
0	0.924721257	0
0	0.912879659	0
0	0.901038061	0
0	0.889196463	0
0	0.877354865	0
0	0.865513267	0
0	0.853671669	0
0	0.841830071	0
0	0.829988473	0
0	0.818146875	0
0	0.806305278	0
0	0.79446368	0
0	0.782591324	0
0	0.770534423	0
0	0.758477521	0
0	0.74642062	0
0	0.734363718	0
0	0.722306817	0
0	0.710249916	0
0	0.698193014	0
0	0.686136113	0
0	0.674079211	0
0	0.66202231	0
0	0.649965408	0
0	0.637908507	0
0	0.625851606	0
0	0.613794704	0
0	0.601737803	0
0	0.589680901	0
0	0.577624	0
0	0.565567098	0
0.050980353	0.58689733	0
0.105882315	0.610795831	0
0.160784277	0.634694332	0
0.215686239	0.658592833	0
0.270588201	0.682491334	0
0.325490163	0.706389835	0
0.380392124	0.730288337	0
0.435294086	0.754186838	0
0.490196048	0.778085339	0
0.54509801	0.80198384	0
0.599999972	0.825882341	0
0.654901934	0.849780842	0
0.709803896	0.873679343	0
0.764705858	0.897577844	0
0.81960782	0.921476345	0
0.874509781	0.945374846	0
0.929411743	0.969273347	0
0.984313705	0.993171848	0
0.996309114	0.990311423	0
0.99114187	0.976747409	0
0.985974627	0.963183395	0
0.980807383	0.949619381	0
0.97564014	0.936055367	0
0.970472896	0.922491353	0
0.965305653	0.908927339	0
0.960138409	0.895363325	0
0.954971166	0.881799311	0
0.949803922	0.868235296	0
0.944636679	0.854671282	0
0.939469436	0.841107268	0
0.934302192	0.827543254	0
0.929134949	0.81397924	0
0.923967705	0.800415226	0
0.918800462	0.786851212	0
0.913633218	0.773287198	0
0.908465975	0.759723184	0
0.908465975	0.747773933	0
0.913633218	0.737439446	0
0.918800462	0.727104959	0
0.923967705	0.716770472	0
0.929134949	0.706435985	0
0.934302192	0.696101498	0
0.939469436	0.685767011	0
0.944636679	0.675432524	0
0.949803922	0.665098037	0
0.954971166	0.654763551	0
0.960138409	0.644429064	0
0.965305653	0.634094577	0
0.970472896	0.62376009	0
0.97564014	0.613425603	0
0.980807383	0.603091116	0
0.985974627	0.592756629	0
0.99114187	0.582422142	0
0.996309114	0.572087655	0
1	0.555847739	0
1	0.524844279	0
1	0.493840818	0
1	0.462837357	0
1	0.431833896	0
1	0.400830435	0
1	0.369826974	0
1	0.338823514	0
1	0.307820053	0
1	0.276816592	0
1	0.245813131	0
1	0.21480967	0
1	0.183806209	0
1	0.152802749	0
1	0.121799288	0
1	0.090795827	0
1	0.059792366	0
1	0.028788905	0
0.999369467	0	0
0.990542093	0	0
0.981714718	0	0
0.972887344	0	0
0.96405997	0	0
0.955232596	0	0
0.946405221	0	0
0.937577847	0	0
0.928750473	0	0
0.919923098	0	0
0.911095724	0	0
0.90226835	0	0
0.893440976	0	0
0.884613601	0	0
0.875786227	0	0
0.866958853	0	0
0.858131479	0	0
0.849304104	0	0
